date,product_category,region,units_sold,revenue,profit,new_customers,returning_customers,churn_rate,orders,avg_order_value,returns_units,return_rate,marketing_spend,operating_cost,net_profit,inventory_units,stockout_days
2023-10-30,Sports,South,284,25355.21,5570.79,39,54,0.0432,125,195.56,16,0.0563,2017.69,8384.49,-2813.7,459,2
2023-10-30,Sports,East,371,28170.46,8030.03,30,107,0.0479,135,198.78,22,0.0593,1988.25,7351.52,678.51,522,0
2023-10-30,Sports,West,267,20223.21,8697.68,24,67,0.054,78,249.61,21,0.0787,2118.27,9634.4,-936.72,475,2
2023-11-06,Electronics,North,337,86115.57,27117.4,37,95,0.0628,143,583.33,30,0.089,8151.52,29221.22,-2103.82,456,0
2023-11-06,Electronics,South,276,88156.81,21722.56,55,31,0.048,136,658.44,18,0.0652,10555.69,37244.9,-15522.34,610,3
2023-11-06,Electronics,East,292,139457.72,60772.38,63,74,0.0514,248,538.18,6,0.0205,14668.11,35461.53,25310.85,560,2
2023-11-06,Electronics,West,362,77307.69,33254.21,15,65,0.0415,113,673.13,25,0.0691,7607.16,35692.97,-2438.76,557,3
2023-11-06,Clothing,North,625,29746.11,12313.23,54,219,0.0444,330,86.2,52,0.0832,2577.54,9091.99,3221.24,970,1
2023-11-06,Clothing,South,472,29996.06,13257.9,96,221,0.046,229,125.76,24,0.0508,2455.21,9884.04,3373.86,1072,2
2023-11-06,Clothing,East,729,28826.38,10670.11,55,204,0.032,368,81.1,53,0.0727,1748.85,8263.99,2406.12,709,1
2023-11-06,Clothing,West,524,31599.92,8335.65,60,175,0.0436,303,108.43,15,0.0286,3180.57,9576.27,-1240.62,1007,2
2023-11-06,Groceries,North,964,11897.34,4148.18,73,347,0.0411,386,30.25,60,0.0622,879.16,3662.65,485.53,1558,4
2023-11-06,Groceries,South,933,9108.03,3101.13,53,304,0.0605,292,32.59,19,0.0204,1010.96,3644.61,-543.48,1192,2
2023-11-06,Groceries,East,871,14130.76,2968.44,45,291,0.0499,422,32.4,54,0.062,815.21,4335.88,-1367.44,1503,3
2023-11-06,Groceries,West,906,6419.32,2635.84,119,356,0.0531,223,30.1,84,0.0927,1327.74,4506.31,-1870.47,1835,3
2023-11-06,Furniture,North,131,51252.5,15324.68,11,17,0.0393,63,822.69,3,0.0229,5168.51,19430.22,-4105.54,223,1
2023-11-06,Furniture,South,168,73648.35,24210.68,7,54,0.0478,78,964.39,3,0.0179,5108.33,25497.56,-1286.88,300,4
2023-11-06,Furniture,East,142,106295.77,25757.11,13,58,0.0361,109,942.25,8,0.0563,5644.51,27090.42,-1333.31,298,1
2023-11-06,Furniture,West,121,56758.86,24359.22,6,61,0.0461,85,678.84,8,0.0661,3779.59,22216.64,2142.58,308,1
2023-11-06,Sports,North,264,19453.48,7748.55,25,48,0.0426,91,209.58,22,0.0833,1975.55,10381.8,-2633.25,456,2
2023-11-06,Sports,South,216,24583.38,6321.49,34,79,0.0435,118,206.57,7,0.0324,2133.51,8185.49,-1864.0,431,1
2023-11-06,Sports,East,233,13928.75,2994.53,36,110,0.0514,71,193.61,20,0.0858,1921.52,8117.12,-5122.59,549,0
2023-11-06,Sports,West,243,23497.52,6870.89,16,52,0.0522,97,249.88,8,0.0329,1987.36,9647.56,-2776.67,467,3
2023-11-13,Electronics,North,336,82480.41,32744.43,41,95,0.0519,139,577.98,10,0.0298,7516.79,27661.68,5082.75,484,0
2023-11-13,Electronics,South,384,73995.37,15348.6,83,114,0.0454,125,619.49,19,0.0495,10233.5,35486.23,-20137.63,611,2
2023-11-13,Electronics,East,363,95108.55,20710.1,54,111,0.0493,181,525.84,32,0.0882,14938.45,33990.75,-13280.65,547,2
2023-11-13,Electronics,West,1072,179920.69,45567.26,31,223,0.0472,254,695.47,97,0.0905,17071.38,85876.09,-40308.83,590,3
2023-11-13,Clothing,North,493,26391.08,7071.68,56,220,0.0487,282,91.53,29,0.0588,2178.77,8668.36,-1596.68,955,1
2023-11-13,Clothing,South,436,28587.87,10860.28,71,178,0.0394,223,129.09,11,0.0252,2527.56,10212.64,647.64,1133,3
2023-11-13,Clothing,East,644,23866.01,10361.66,1,242,0.0383,267,90.41,50,0.0776,1749.37,7709.79,2651.87,832,0
2023-11-13,Clothing,West,606,22997.01,9480.51,67,150,0.0493,206,107.89,28,0.0462,2934.81,10028.97,-548.46,960,2
2023-11-13,Groceries,North,976,10236.28,3357.18,157,374,0.0382,394,26.33,32,0.0328,874.6,3766.27,-409.09,1575,2
2023-11-13,Groceries,South,850,9943.83,3259.21,58,309,0.0516,300,33.11,68,0.08,954.45,3668.68,-409.47,1137,1
2023-11-13,Groceries,East,1259,12218.39,5103.46,145,293,0.0478,388,31.21,101,0.0802,863.23,4397.13,706.33,1603,3
2023-11-13,Groceries,West,941,19338.45,7428.88,110,357,0.0453,653,30.11,62,0.0659,1567.4,4279.33,3149.55,1855,1
2023-11-13,Furniture,North,160,55841.44,17362.74,22,33,0.0478,72,796.99,15,0.0938,4722.41,20370.01,-3007.27,226,2
2023-11-13,Furniture,South,136,84063.35,23328.25,19,42,0.0486,96,849.94,4,0.0294,4041.34,26388.45,-3060.2,295,1
2023-11-13,Furniture,East,348,126133.98,47684.8,18,79,0.0435,138,952.32,17,0.0489,10726.49,59057.88,-11373.08,301,0
2023-11-13,Furniture,West,152,45116.15,14651.14,11,27,0.0485,68,690.85,6,0.0395,4388.65,20415.97,-5764.83,309,2
2023-11-13,Sports,North,237,23351.87,5722.58,23,75,0.0306,102,219.63,18,0.0759,2026.54,9138.82,-3416.24,477,0
2023-11-13,Sports,South,202,29773.81,7584.28,16,67,0.0426,137,211.43,14,0.0693,1816.31,8343.6,-759.32,439,1
2023-11-13,Sports,East,241,23690.23,5337.95,20,92,0.0474,120,193.75,16,0.0664,1764.67,7882.17,-2544.22,510,0
2023-11-13,Sports,West,292,20796.13,6680.61,15,106,0.0512,81,246.49,6,0.0205,1945.6,10110.38,-3429.77,467,2
2023-11-20,Electronics,North,408,79374.35,33928.72,34,85,0.0597,139,589.3,25,0.0613,7454.91,25169.68,8759.04,466,1
2023-11-20,Electronics,South,453,94966.27,21818.77,60,79,0.0417,166,579.72,25,0.0552,10871.63,34833.94,-13015.17,650,2
2023-11-20,Electronics,East,352,91336.09,27273.63,12,117,0.0494,174,524.32,28,0.0795,14755.7,34711.87,-7438.24,581,4
2023-11-20,Electronics,West,347,132694.93,48704.02,57,107,0.0447,190,676.67,25,0.072,9061.39,36325.39,12378.63,565,1
2023-11-20,Clothing,North,578,29433.11,12744.17,47,194,0.0526,325,92.27,25,0.0433,2349.63,8555.06,4189.11,972,1
2023-11-20,Clothing,South,547,23635.81,8039.4,110,306,0.047,191,124.88,54,0.0987,2486.38,10465.53,-2426.13,1165,3
2023-11-20,Clothing,East,658,23947.91,10559.1,61,158,0.0341,293,79.33,40,0.0608,1798.51,7594.53,2964.57,804,1
2023-11-20,Clothing,West,660,28092.11,6384.98,50,174,0.0445,263,105.65,38,0.0576,3160.7,9821.29,-3436.31,1043,1
2023-11-20,Groceries,North,1070,14394.53,4005.75,113,259,0.0363,466,30.02,23,0.0215,854.14,3766.33,239.42,1582,3
2023-11-20,Groceries,South,919,9703.73,2924.45,61,286,0.0561,307,32.75,48,0.0522,1016.4,3801.64,-877.19,1246,5
2023-11-20,Groceries,East,900,9238.48,3655.1,116,312,0.0518,277,32.9,87,0.0967,850.65,4413.13,-758.03,1620,3
2023-11-20,Groceries,West,1075,29.36,9.6,115,238,0.0513,1,30.16,106,0.0986,1446.5,4175.65,-4166.05,1864,2
2023-11-20,Furniture,North,129,33415.43,13814.94,5,28,0.0446,42,791.15,3,0.0233,5607.01,20295.29,-6480.35,230,0
2023-11-20,Furniture,South,142,69561.34,15991.67,13,39,0.045,70,984.91,5,0.0352,5005.28,28083.25,-12091.58,314,2
2023-11-20,Furniture,East,214,112487.47,22766.58,12,60,0.0386,114,961.58,19,0.0888,5486.7,27826.59,-5060.01,293,1
2023-11-20,Furniture,West,120,22791.01,7089.15,8,56,0.0496,33,712.46,6,0.05,4109.79,20811.15,-13722.0,315,2
2023-11-20,Sports,North,330,22901.07,10104.07,18,90,0.0534,100,229.68,17,0.0515,2300.12,9533.82,570.25,492,0
2023-11-20,Sports,South,514,42971.38,16132.14,1,234,0.04,192,215.12,15,0.0292,3332.69,16093.3,38.84,446,2
2023-11-20,Sports,East,282,23152.5,7160.72,39,116,0.0493,114,196.81,16,0.0567,2247.75,7920.52,-759.8,548,1
2023-11-20,Sports,West,234,23113.55,6640.22,23,54,0.0504,97,245.86,9,0.0385,2083.64,9533.27,-2893.05,449,3
2023-11-27,Electronics,North,404,76027.79,25351.1,33,109,0.0539,130,583.62,11,0.0272,7046.79,26004.79,-653.69,494,2
2023-11-27,Electronics,South,430,95642.36,40212.33,63,90,0.0504,139,669.56,19,0.0442,10703.06,35658.86,4553.47,681,0
2023-11-27,Electronics,East,450,128132.61,26925.91,31,73,0.0514,226,548.63,14,0.0311,14221.76,34006.4,-7080.49,603,1
2023-11-27,Electronics,West,415,67403.46,26133.29,34,94,0.0408,102,666.1,38,0.0916,9742.32,37757.97,-11624.68,662,1
2023-11-27,Clothing,North,600,22343.32,5396.92,63,167,0.0507,247,90.87,39,0.065,2260.37,9294.23,-3897.31,955,3
2023-11-27,Clothing,South,851,24318.61,6627.45,92,269,0.0393,182,128.04,45,0.0529,2554.46,10583.79,-3956.34,1156,2
2023-11-27,Clothing,East,649,28343.18,9930.77,26,241,0.037,366,81.08,42,0.0647,1868.35,9541.63,389.14,803,0
2023-11-27,Clothing,West,648,29497.71,12044.71,52,136,0.0442,277,105.7,56,0.0864,3373.86,9954.51,2090.2,1017,2
2023-11-27,Groceries,North,2014,24389.23,8946.06,360,706,0.0354,933,27.45,199,0.0988,1871.39,9082.79,-136.73,1595,3
2023-11-27,Groceries,South,882,12359.11,4893.13,81,351,0.0669,383,32.53,80,0.0907,1046.79,3742.39,1150.74,1285,2
2023-11-27,Groceries,East,1100,10699.91,4511.05,72,167,0.0536,332,33.4,45,0.0409,802.58,4307.92,203.13,1516,4
2023-11-27,Groceries,West,990,5543.39,2476.54,130,337,0.0541,199,28.36,78,0.0788,1372.75,4141.42,-1664.88,1891,3
2023-11-27,Furniture,North,132,36695.72,14828.43,11,22,0.0471,48,795.93,4,0.0303,4324.28,19613.49,-4785.06,233,0
2023-11-27,Furniture,South,118,27285.54,10134.29,15,52,0.0483,31,868.55,8,0.0678,4661.12,27814.2,-17679.91,285,1
2023-11-27,Furniture,East,161,79438.66,32708.0,5,60,0.0401,89,935.9,3,0.0186,5474.46,28777.62,3930.38,290,2
2023-11-27,Furniture,West,142,36744.93,15253.3,10,46,0.0527,52,737.43,10,0.0704,4341.92,20362.6,-5109.3,307,4
2023-11-27,Sports,North,239,23816.91,8092.81,18,73,0.0449,101,227.22,16,0.0669,2415.17,10618.51,-2525.7,462,3
2023-11-27,Sports,South,178,18539.24,4621.81,17,64,0.045,89,208.97,5,0.0281,1851.81,8750.64,-4128.83,450,4
2023-11-27,Sports,East,295,15093.84,3941.12,18,104,0.0486,74,195.79,18,0.061,1980.18,7583.23,-3642.11,561,1
2023-11-27,Sports,West,295,23507.1,7142.12,11,125,0.048,91,251.0,8,0.0271,2028.57,10078.56,-2936.44,464,2
2023-12-04,Electronics,North,435,79067.37,28239.62,36,101,0.0609,144,573.94,9,0.0207,9314.13,23668.79,4570.83,502,2
2023-12-04,Electronics,South,475,135844.47,51804.33,46,104,0.0546,211,623.47,13,0.0274,12908.36,37271.98,14532.35,639,0
2023-12-04,Electronics,East,382,131438.84,44614.15,51,101,0.0522,245,537.29,16,0.0419,17718.62,34422.19,10191.96,588,1
2023-12-04,Electronics,West,458,92623.29,21323.98,64,76,0.0467,131,686.89,11,0.024,8782.81,36805.77,-15481.79,605,1
2023-12-04,Clothing,North,584,19244.05,7433.23,64,209,0.0528,213,86.37,40,0.0685,2517.57,8938.11,-1504.88,965,3
2023-12-04,Clothing,South,645,37796.91,15596.93,74,258,0.0411,294,124.65,31,0.0481,2495.0,10413.31,5183.62,1051,4
2023-12-04,Clothing,East,788,18281.96,4115.07,51,185,0.0413,222,81.92,21,0.0266,2100.52,7795.91,-3680.84,761,0
2023-12-04,Clothing,West,772,40104.11,9057.65,82,198,0.0454,361,108.81,62,0.0803,3542.1,10540.83,-1483.18,1045,1
2023-12-04,Groceries,North,1079,8849.06,1816.62,184,279,0.0326,307,28.92,77,0.0714,804.99,3642.37,-1825.75,1596,2
2023-12-04,Groceries,South,2237,24466.49,6713.31,177,631,0.0506,719,33.21,210,0.0939,2434.96,9103.82,-2390.51,1181,3
2023-12-04,Groceries,East,941,14293.88,4725.22,85,296,0.049,419,32.6,85,0.0903,917.98,4538.75,186.47,1519,0
2023-12-04,Groceries,West,1119,4029.26,1271.38,107,254,0.0538,137,29.07,30,0.0268,1385.9,4673.61,-3402.23,1908,1
2023-12-04,Furniture,North,140,62544.03,26763.57,15,27,0.0443,75,796.63,7,0.05,5210.12,19348.08,7415.49,220,0
2023-12-04,Furniture,South,155,63897.32,25224.2,16,49,0.0468,73,915.83,7,0.0452,4696.49,28832.35,-3608.15,314,2
2023-12-04,Furniture,East,168,87828.53,32203.49,13,92,0.0385,92,935.5,14,0.0833,5247.0,28836.64,3366.85,337,0
2023-12-04,Furniture,West,135,20662.64,6509.07,11,38,0.0493,31,669.54,9,0.0667,4014.01,21433.04,-14923.97,362,2
2023-12-04,Sports,North,211,13286.43,4312.73,20,49,0.0348,69,198.7,4,0.019,2329.02,9251.67,-4938.94,486,3
2023-12-04,Sports,South,202,26473.1,8260.29,12,62,0.0448,131,203.56,16,0.0792,1905.11,8591.54,-331.25,445,3
2023-12-04,Sports,East,272,13360.81,3868.5,32,97,0.0517,65,197.4,12,0.0441,1903.8,7277.7,-3409.2,544,0
2023-12-04,Sports,West,287,22483.88,8529.69,17,84,0.0492,94,250.87,13,0.0453,2098.67,10602.33,-2072.64,474,3
2023-12-11,Electronics,North,417,85382.14,19295.92,34,135,0.0509,155,541.15,28,0.0671,9393.55,25903.9,-6607.98,484,1
2023-12-11,Electronics,South,319,65595.25,22676.29,58,119,0.049,98,659.88,29,0.0909,12793.95,37736.6,-15060.31,626,1
2023-12-11,Electronics,East,526,142516.31,44841.06,101,144,0.0501,272,533.02,39,0.0741,17043.96,34078.63,10762.43,565,0
2023-12-11,Electronics,West,307,58293.26,18440.79,46,111,0.047,88,680.11,7,0.0228,9724.87,37067.35,-18626.56,632,1
2023-12-11,Clothing,North,598,21124.27,7053.43,43,249,0.0399,241,87.84,24,0.0401,2715.21,9159.18,-2105.75,978,5
2023-12-11,Clothing,South,977,23545.38,8203.11,62,221,0.0431,179,127.08,55,0.0563,2751.55,10285.88,-2082.77,1045,3
2023-12-11,Clothing,East,734,24847.97,8198.65,46,222,0.0393,300,83.46,71,0.0967,2054.2,8669.08,-470.43,731,1
2023-12-11,Clothing,West,108,3226.84,755.4,7,22,0.0533,31,104.52,5,0.0463,524.16,1364.89,-609.49,1003,4
2023-12-11,Groceries,North,991,16707.51,5128.1,149,303,0.0414,588,28.32,92,0.0928,946.69,3634.93,1493.17,1624,4
2023-12-11,Groceries,South,970,10386.32,3176.04,56,334,0.0461,319,33.36,86,0.0887,988.58,3732.63,-556.59,1182,3
2023-12-11,Groceries,East,956,9211.66,2819.47,112,272,0.0539,290,31.92,24,0.0251,954.97,4141.8,-1322.33,1520,4
2023-12-11,Groceries,West,1037,7405.72,2996.82,136,363,0.0577,235,30.33,100,0.0964,1676.07,4383.63,-1386.81,1847,1
2023-12-11,Furniture,North,135,50343.52,16383.01,12,24,0.0466,60,815.61,10,0.0741,5096.12,20085.52,-3702.51,227,0
2023-12-11,Furniture,South,154,54342.82,17924.33,15,49,0.0454,59,929.73,10,0.0649,4568.59,25842.17,-7917.84,304,3
2023-12-11,Furniture,East,182,36608.22,10343.72,16,66,0.0365,38,956.46,14,0.0769,5350.51,28516.37,-18172.65,315,2
2023-12-11,Furniture,West,152,28936.72,6439.52,11,57,0.0491,43,700.23,13,0.0855,3974.42,21773.46,-15333.94,287,1
2023-12-11,Sports,North,286,21431.64,7938.47,20,120,0.037,105,211.13,27,0.0944,2178.49,9225.15,-1286.68,536,1
2023-12-11,Sports,South,248,20332.58,8091.67,25,67,0.0431,95,224.26,17,0.0685,1715.89,8348.28,-256.61,431,3
2023-12-11,Sports,East,247,18471.6,8219.85,35,91,0.0478,96,192.79,14,0.0567,1907.39,8077.65,142.2,532,0
2023-12-11,Sports,West,224,26018.27,8644.51,15,96,0.0506,109,249.51,9,0.0402,1695.06,10072.69,-1428.18,455,3
2023-12-18,Electronics,North,442,102380.35,33229.21,45,189,0.0596,177,584.48,14,0.0317,8698.75,25805.2,7424.01,492,2
2023-12-18,Electronics,South,427,54736.07,19360.33,1,132,0.0465,80,652.23,41,0.096,12704.37,35583.37,-16223.04,639,1
2023-12-18,Electronics,East,430,115464.51,50718.96,48,142,0.0504,229,525.57,37,0.086,17182.89,34224.88,16494.08,619,1
2023-12-18,Electronics,West,247,122780.67,31947.68,57,97,0.0411,189,672.91,6,0.0243,8853.74,37089.67,-5141.99,653,0
2023-12-18,Clothing,North,673,32327.34,8178.59,83,257,0.0448,356,89.64,34,0.0505,2742.36,8900.45,-721.86,963,3
2023-12-18,Clothing,South,665,29573.7,12589.58,51,187,0.0467,242,126.79,39,0.0586,2689.1,10344.02,2245.56,1117,3
2023-12-18,Clothing,East,772,25621.9,7240.22,64,271,0.0415,312,80.84,72,0.0933,2106.06,7608.61,-368.39,805,1
2023-12-18,Clothing,West,678,33894.65,12971.83,37,152,0.0448,307,108.29,53,0.0782,3443.11,9371.42,3600.41,969,4
2023-12-18,Groceries,North,1038,9321.69,3011.55,118,348,0.0425,329,27.48,62,0.0597,929.05,3920.47,-908.92,1576,4
2023-12-18,Groceries,South,981,9352.69,2896.59,58,288,0.0535,295,32.0,93,0.0948,962.17,3849.67,-953.08,1169,0
2023-12-18,Groceries,East,1181,10403.97,3542.95,101,318,0.053,334,32.29,115,0.0974,912.84,4522.99,-980.04,1498,2
2023-12-18,Groceries,West,955,12554.96,5552.82,133,351,0.0617,457,28.64,27,0.0283,1595.91,4312.63,1240.19,1868,2
2023-12-18,Furniture,North,157,34116.79,10603.45,10,29,0.0503,44,787.03,14,0.0892,5502.26,20425.28,-9821.83,233,1
2023-12-18,Furniture,South,153,82385.15,23413.16,22,50,0.0492,83,963.97,9,0.0588,5359.48,28099.67,-4686.51,300,1
2023-12-18,Furniture,East,174,74705.63,27176.09,12,62,0.0393,77,954.75,16,0.092,5582.75,30008.89,-2832.8,337,1
2023-12-18,Furniture,West,179,27386.84,9286.09,11,40,0.0464,37,713.69,6,0.0335,4029.02,20812.15,-11526.06,287,1
2023-12-18,Sports,North,234,21201.72,5898.02,16,28,0.0455,93,220.16,15,0.0641,1926.25,8964.52,-3066.5,425,0
2023-12-18,Sports,South,195,16886.18,4727.42,19,68,0.039,81,201.22,18,0.0923,1800.86,8646.66,-3919.24,440,0
2023-12-18,Sports,East,301,21378.36,5571.78,40,97,0.0482,112,199.21,15,0.0498,1894.46,8118.0,-2546.22,541,1
2023-12-18,Sports,West,272,25518.88,10743.71,21,87,0.0421,104,248.35,12,0.0441,2035.82,9884.41,859.3,476,1
2023-12-25,Electronics,North,469,93572.34,40402.56,48,94,0.0536,169,538.76,25,0.0533,9984.5,26246.92,14155.64,498,1
2023-12-25,Electronics,South,476,66261.61,27479.15,53,101,0.0443,105,629.09,12,0.0252,12501.66,35062.84,-7583.69,601,1
2023-12-25,Electronics,East,416,104780.2,40930.96,40,133,0.0504,201,536.22,37,0.0889,17205.23,34325.63,6605.33,625,0
2023-12-25,Electronics,West,277,220889.31,52366.27,55,143,0.0461,306,693.66,19,0.0686,10136.4,40045.63,12320.64,669,3
2023-12-25,Clothing,North,711,36513.8,15074.24,76,189,0.0425,389,89.63,31,0.0436,2524.51,9033.1,6041.14,995,1
2023-12-25,Clothing,South,501,32210.68,11843.05,40,211,0.0514,251,123.29,12,0.024,2772.83,10089.59,1753.46,1214,3
2023-12-25,Clothing,East,677,27982.79,6746.89,71,300,0.0419,320,84.83,39,0.0576,1981.6,7174.58,-427.69,784,1
2023-12-25,Clothing,West,663,31116.03,10747.22,29,165,0.0481,296,106.48,60,0.0905,3540.11,10410.33,336.89,902,2
2023-12-25,Groceries,North,994,18564.67,8305.58,1,251,0.0414,667,29.27,60,0.0604,956.56,3674.58,4631.0,1565,2
2023-12-25,Groceries,South,934,11472.23,3043.99,62,303,0.0559,353,32.92,27,0.0289,1032.85,3605.36,-561.37,1201,3
2023-12-25,Groceries,East,1042,9498.37,3496.47,111,330,0.0502,299,32.84,103,0.0988,1006.95,4102.18,-605.71,1514,3
2023-12-25,Groceries,West,1040,17435.19,5308.09,94,340,0.0537,578,31.32,73,0.0702,1560.85,4404.25,903.84,1888,1
2023-12-25,Furniture,North,134,74886.91,26919.22,14,28,0.0504,100,779.42,5,0.0373,5010.45,20281.95,6637.27,222,0
2023-12-25,Furniture,South,172,52850.71,11895.07,12,40,0.0459,60,903.53,9,0.0523,4301.25,26517.52,-14622.45,312,3
2023-12-25,Furniture,East,132,59012.24,24001.62,18,21,0.0418,65,945.44,10,0.0758,5403.15,28494.85,-4493.23,276,1
2023-12-25,Furniture,West,160,41237.04,16338.17,8,15,0.0469,59,704.16,7,0.0437,3863.32,19775.52,-3437.35,318,2
2023-12-25,Sports,North,224,21125.73,7102.35,15,63,0.044,92,218.83,10,0.0446,2068.07,10110.04,-3007.69,492,0
2023-12-25,Sports,South,275,18115.72,7533.49,28,91,0.0403,82,211.9,16,0.0582,1844.92,8684.47,-1150.98,442,4
2023-12-25,Sports,East,280,19828.71,7119.68,28,120,0.0477,101,193.32,24,0.0857,2045.26,8344.2,-1224.52,507,0
2023-12-25,Sports,West,321,22981.76,4876.49,18,87,0.0473,95,249.63,27,0.0841,1867.28,9356.58,-4480.09,472,3
2024-01-01,Electronics,North,310,70375.62,20031.12,30,116,0.0557,120,596.07,10,0.0323,6403.72,26629.57,-6598.45,475,1
2024-01-01,Electronics,South,322,46420.63,17477.8,85,68,0.0516,76,618.13,26,0.0807,9245.15,35598.09,-18120.29,689,1
2024-01-01,Electronics,East,437,85210.82,34963.0,54,78,0.0509,151,541.87,36,0.0824,12184.28,34874.46,88.54,555,2
2024-01-01,Electronics,West,292,86443.21,24660.07,34,84,0.0458,130,660.49,20,0.0685,6973.77,39485.22,-14825.15,566,2
2024-01-01,Clothing,North,493,18506.74,4597.06,48,169,0.0453,204,89.42,11,0.0223,1803.29,9050.83,-4453.77,926,2
2024-01-01,Clothing,South,461,20546.84,8358.96,66,160,0.0438,165,125.84,39,0.0846,1860.31,9943.23,-1584.27,1056,2
2024-01-01,Clothing,East,470,13638.35,4718.6,59,139,0.0472,159,83.77,46,0.0979,1421.66,8683.91,-3965.31,892,1
2024-01-01,Clothing,West,493,17076.86,6215.91,37,139,0.0475,164,107.88,46,0.0933,2415.16,10269.76,-4053.85,999,0
2024-01-01,Groceries,North,828,2031.25,601.17,82,284,0.0416,80,26.62,17,0.0205,770.75,3591.91,-2990.74,1512,5
2024-01-01,Groceries,South,921,10321.3,2897.34,57,289,0.0436,316,33.67,38,0.0413,934.48,3744.97,-847.63,1193,0
2024-01-01,Groceries,East,824,10249.54,4075.89,73,312,0.0481,305,32.28,43,0.0522,944.83,4727.06,-651.17,1507,1
2024-01-01,Groceries,West,985,12808.83,4655.45,100,374,0.0444,432,30.9,21,0.0213,1536.0,4483.83,171.62,1780,0
2024-01-01,Furniture,North,130,38524.96,9129.35,8,37,0.0457,50,797.15,9,0.0692,5158.62,20278.91,-11149.56,233,0
2024-01-01,Furniture,South,161,84498.12,34685.59,17,37,0.0428,94,944.35,11,0.0683,5117.92,25749.11,8936.48,287,2
2024-01-01,Furniture,East,154,82610.54,19448.74,13,46,0.039,91,917.13,8,0.0519,5148.82,28094.11,-8645.37,309,1
2024-01-01,Furniture,West,101,62402.12,25200.92,20,34,0.0562,86,705.38,8,0.0792,4136.98,20339.57,4861.35,283,2
2024-01-01,Sports,North,305,21096.17,7065.22,19,61,0.0378,91,222.92,15,0.0492,2517.13,9209.97,-2144.75,521,1
2024-01-01,Sports,South,279,25337.73,6756.42,9,70,0.0424,125,203.79,9,0.0323,2119.46,8728.74,-1972.32,408,1
2024-01-01,Sports,East,374,14910.97,5331.3,21,96,0.0463,79,195.22,30,0.0802,2012.12,7932.54,-2601.24,529,0
2024-01-01,Sports,West,277,25391.87,9281.9,17,66,0.0498,97,250.32,8,0.0289,1988.02,9782.1,-500.2,476,2
2024-01-08,Electronics,North,378,61837.08,19356.85,35,86,0.0448,104,589.75,15,0.0397,5580.11,24322.15,-4965.3,461,0
2024-01-08,Electronics,South,334,97992.69,20471.46,28,102,0.0463,146,679.42,29,0.0868,8544.7,38062.76,-17591.3,648,2
2024-01-08,Electronics,East,392,81256.77,30394.7,18,108,0.0495,155,522.37,10,0.0255,11554.24,34982.59,-4587.89,662,3
2024-01-08,Electronics,West,279,85241.01,34802.7,33,95,0.0493,126,699.83,16,0.0573,7296.91,36546.69,-1743.99,631,0
2024-01-08,Clothing,North,409,19501.16,6385.53,43,187,0.0469,232,86.9,25,0.0611,2009.58,9175.75,-2790.22,957,3
2024-01-08,Clothing,South,378,17608.73,4183.44,19,67,0.0433,140,126.35,26,0.0688,1977.7,10196.74,-6013.3,1198,1
2024-01-08,Clothing,East,515,28254.01,6710.73,33,140,0.0357,360,82.18,27,0.0524,1337.11,8141.6,-1430.87,782,0
2024-01-08,Clothing,West,411,19352.72,5940.05,30,142,0.0409,175,109.17,27,0.0657,2591.81,10355.79,-4415.74,984,1
2024-01-08,Groceries,North,840,11277.97,4161.67,195,274,0.0411,396,27.44,77,0.0917,800.71,3979.56,182.11,1539,2
2024-01-08,Groceries,South,854,9092.7,2031.17,61,328,0.0525,269,32.99,21,0.0246,963.0,3537.95,-1506.78,1124,2
2024-01-08,Groceries,East,835,14184.14,4011.83,58,281,0.0519,434,31.17,34,0.0407,792.7,4216.42,-204.59,1542,2
2024-01-08,Groceries,West,888,20135.71,5185.23,98,220,0.0537,708,28.01,29,0.0327,1463.09,4085.54,1099.69,1938,2
2024-01-08,Furniture,North,146,47503.45,9860.93,11,21,0.0453,56,813.36,4,0.0274,5073.44,19532.73,-9671.8,238,0
2024-01-08,Furniture,South,157,70796.6,23360.41,18,29,0.049,75,960.64,4,0.0255,4747.98,26435.09,-3074.68,315,2
2024-01-08,Furniture,East,138,54988.16,14101.36,9,47,0.0362,57,925.92,6,0.0435,5187.47,29233.57,-15132.21,326,0
2024-01-08,Furniture,West,159,53305.26,15871.0,12,15,0.0508,78,687.27,15,0.0943,3484.19,22856.32,-6985.32,306,0
2024-01-08,Sports,North,305,24431.62,10235.78,17,76,0.0486,119,205.41,18,0.059,2047.4,10034.51,201.27,489,0
2024-01-08,Sports,South,210,17838.97,3763.64,29,75,0.0441,88,212.01,11,0.0524,1687.17,8432.29,-4668.65,431,5
2024-01-08,Sports,East,322,20200.91,4703.92,30,106,0.0501,104,196.74,11,0.0342,1835.06,7728.66,-3024.74,529,1
2024-01-08,Sports,West,564,43509.63,18077.0,28,176,0.0544,178,246.48,19,0.0337,4409.32,21678.97,-3601.97,461,4
2024-01-15,Electronics,North,339,60529.45,14955.66,29,133,0.0574,111,526.68,31,0.0914,6128.19,25116.84,-10161.18,500,0
2024-01-15,Electronics,South,386,92958.4,38075.53,53,80,0.0464,148,657.85,11,0.0285,8494.79,34428.22,3647.31,609,1
2024-01-15,Electronics,East,280,90786.97,31033.2,14,106,0.0498,164,531.91,12,0.0429,11847.45,34906.36,-3873.16,636,2
